CASE_NUMBER,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,SOC_CODE,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,WORKSITE_CITY,WORKSITE_STATE_ABB,YEAR,WORKSITE_STATE_FULL,WORKSITE,CASE_STATUS_CLEAN,APPROVAL_FLAG
I-200-17066-503995,CERTIFIED,"VMWARE, INC.",SALES ENGINEERS,41-9031,TECHNICAL ACCOUNT MANAGER,Y,68033.0,GLENDALE,IL,2017,ILLINOIS,"GLENDALE, ILLINOIS",Approved,1
I-200-16244-404754,WITHDRAWN,CUMMINS INC.,MECHANICAL ENGINEERS,17-2141,HMLD ON HIGHWAY CPE - GROUP LEADER,Y,71843.0,COLUMBUS,IN,2018,INDIANA,"COLUMBUS, INDIANA",Withdrawn,0
I-200-17072-248130,CERTIFIED,INFOSYS LIMITED,COMPUTER SYSTEMS ANALYST,15-1121,TECHNOLOGY ANALYST - US,Y,59779.0,CHICAGO,IL,2017,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-16257-763600,CERTIFIED,"RESOURCE LOGISTICS, INC.","COMPUTER OCCUPATIONS, ALL OTHER",15-1199,SENIOR PROJECT MANAGER,Y,90376.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-16193-797992,CERTIFIED,SYNAPSIS INC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER,N,77917.0,MINNEAPOLIS,MN,2016,MINNESOTA,"MINNEAPOLIS, MINNESOTA",Approved,1
I-200-17072-865456,CERTIFIED,DELOITTE & TOUCHE LLP,COMPUTER AND INFORMATION SYSTEMS MANAGERS,11-3021,MDP ADVISORY SENIOR MANAGER,Y,126000.0,CHICAGO,IL,2017,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-19231-481834,CERTIFIED,DELOITTE CONSULTING LLP,OPERATIONS RESEARCH ANALYSTS,15-2031,ANALYST,Y,63357.0,CHICAGO,ILLINOIS,2019,ILLINOIS,"Chicago, ILLINOIS",Approved,1
I-200-17054-021397,CERTIFIED,WIPRO LIMITED,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,PROJECT MANAGER,Y,90376.0,LONG ISLAND CITY,NY,2017,NEW YORK,"LONG ISLAND CITY, NEW YORK",Approved,1
I-200-17069-649873,CERTIFIED,DESIMONE CONSULTING ENGINEERING GROUP LLC,ARCHITECTURAL AND ENGINEERING MANAGERS,11-9041,SENIOR PROJECT MANAGER,Y,106800.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-19042-747103,CERTIFIED-WITHDRAWN,SYSTEL INC OF DELAWARE,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,QA ANALYST,Y,58074.0,WESTCHESTER,ILLINOIS,2019,ILLINOIS,"Westchester, ILLINOIS",Approved,1
I-200-19031-566890,CERTIFIED,UHCP D/B/A UPMC MEDICAL EDUCATION,"HEALTH DIAGNOSING AND TREATING PRACTITIONERS, ALL OTHER",29-1199,RESIDENT - INTERNAL MEDICINE,Y,60152.0,PITTSBURGH,PENNSYLVANIA,2019,PENNSYLVANIA,"Pittsburgh, PENNSYLVANIA",Approved,1
I-200-15355-881194,CERTIFIED,KPIT INFOSYSTEMS INC.,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SENIOR SOFTWARE ENGINEER,N,65811.0,NOVI,MI,2016,MICHIGAN,"NOVI, MICHIGAN",Approved,1
I-200-17354-512218,CERTIFIED,KRAFT HEINZ FOODS COMPANY,COMPUTER AND INFORMATION SYSTEMS MANAGERS,11-3021,"MANAGER, IT",Y,86965.0,WARRENDALE,PA,2018,PENNSYLVANIA,"WARRENDALE, PENNSYLVANIA",Approved,1
I-200-19102-799925,CERTIFIED,THE BROOKDALE HOSPITAL MEDICAL CENTER,"PHYSICIANS AND SURGEONS, ALL OTHER",29-1069,PHYSICIAN IN A POST GRADUATE TRAINING PROGRAM,Y,62422.0,BROOKLYN,NEWYORK,2019,NEW YORK,"Brooklyn, NEW YORK",Approved,1
I-200-15077-292737,CERTIFIED,"EDIFY TECHNOLOGIES, INC.",COMPUTER PROGRAMMERS,15-1131,PROGRAMMER ANALYST,Y,49774.0,LOMBARD,IL,2015,ILLINOIS,"LOMBARD, ILLINOIS",Approved,1
I-200-16320-931624,CERTIFIED,NATSOFT CORPORATION,COMPUTER PROGRAMMERS,15-1131,COMPUTER PROGRAMMER,Y,70283.0,DEERFIELD,IL,2017,ILLINOIS,"DEERFIELD, ILLINOIS",Approved,1
I-200-17156-596277,CERTIFIED,QUALITY MATRIX INC,COMPUTER SYSTEMS ANALYSTS,15-1121,QA ANALYST / PROGRAMMER,Y,69347.0,AUBURN HILLS,MI,2017,MICHIGAN,"AUBURN HILLS, MICHIGAN",Approved,1
I-200-17044-984662,CERTIFIED,"ONLY IT CONSULTING, LLC",COMPUTER SYSTEMS ANALYSTS,15-1121,SAN ENGINEER,Y,59779.0,HOFFMAN ESTATES,IL,2017,ILLINOIS,"HOFFMAN ESTATES, ILLINOIS",Approved,1
I-200-16183-645861,CERTIFIED-WITHDRAWN,ARKSTEK INC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,JAVA DEVELOPER,Y,86133.0,WOODBURY,NY,2018,NEW YORK,"WOODBURY, NEW YORK",Approved,1
I-200-19080-062362,CERTIFIED,"VENSOFT, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,LABVIEW DEVELOPER,Y,96366.0,TARRYTOWN,NEWYORK,2019,NEW YORK,"Tarrytown, NEW YORK",Approved,1
I-200-16063-666859,CERTIFIED,"RGIS, LLC",COMPUTER SYSTEMS ANALYSTS,15-1121,JUNIOR SOFTWARE ENGINEER,N,51979.0,AUBURN HILLS,MI,2016,MICHIGAN,"AUBURN HILLS, MICHIGAN",Approved,1
I-200-17296-663790,CERTIFIED-WITHDRAWN,SYNAPSIS INC,COMPUTER SYSTEMS ANALYSTS,15-1121,BUSINESS ANALYST,Y,75046.0,CHICAGO,IL,2018,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-15289-961016,CERTIFIED-WITHDRAWN,MICHIGAN STATE UNIVERSITY,BIOCHEMISTS AND BIOPHYSICISTS,19-1021,RESEARCH ASSOCIATE,Y,40809.6,EAST LANSING,MI,2018,MICHIGAN,"EAST LANSING, MICHIGAN",Approved,1
I-200-18234-007936,CERTIFIED,ZENSAR TECHNOLOGIES INC.,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,SENIOR PROJECT MANAGER,Y,97843.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-17334-406363,CERTIFIED,DELOITTE &AMP; TOUCHE LLP,ACCOUNTANTS AND AUDITORS,13-2011,AUDIT ASSISTANT,Y,45032.0,ROCHESTER,NY,2018,NEW YORK,"ROCHESTER, NEW YORK",Approved,1
I-200-15078-964175,CERTIFIED,MEDIA SYSTEMS INC.,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER,Y,49400.0,SCHAUMBURG,IL,2015,ILLINOIS,"SCHAUMBURG, ILLINOIS",Approved,1
I-200-19163-445167,CERTIFIED,CREDIT SUISSE SECURITIES (USA) LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,VICE PRESIDENT,Y,117624.0,NEW YORK,NEWYORK,2019,NEW YORK,"New York, NEW YORK",Approved,1
I-200-14273-614400,CERTIFIED,"SAVANA, INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,SENIOR TECHNICAL ANALYST,Y,109117.0,BERWYN,PA,2015,PENNSYLVANIA,"BERWYN, PENNSYLVANIA",Approved,1
I-200-17110-783692,CERTIFIED-WITHDRAWN,"STRYKER MEDICAL, A DIVISION OF STRYKER CORPORATION","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",15-1133,R&D STAFF ENGINEER - SOFTWARE,Y,78707.0,PORTAGE,MI,2017,MICHIGAN,"PORTAGE, MICHIGAN",Approved,1
I-200-18073-557370,CERTIFIED,WIPRO LIMITED,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,LEAD ENGINEER,Y,41517.0,ADA,MI,2018,MICHIGAN,"ADA, MICHIGAN",Approved,1
I-200-17111-772222,CERTIFIED,"KPIT INFOSYSTEMS, INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,SENIOR TEST ENGINEER,Y,69347.0,TROY,MI,2017,MICHIGAN,"TROY, MICHIGAN",Approved,1
I-200-16039-791311,CERTIFIED-WITHDRAWN,DELPHI CORPORATION,ELECTRICAL ENGINEERS,17-2071,RADAR SYSTEMS ENGINEER,N,62275.0,KOKOMO,IN,2016,INDIANA,"KOKOMO, INDIANA",Approved,1
I-200-15021-566557,CERTIFIED,TECHNOSOFT CORPORATION,COMPUTER SYSTEMS ANALYSTS,15-1121,SENIOR PROGRAMMER ANALYST,Y,78187.0,DETROIT,MI,2015,MICHIGAN,"DETROIT, MICHIGAN",Approved,1
I-200-17079-319913,CERTIFIED,"CITIMEDICAL I, PLLC",EXERCISE PHYSIOLOGISTS,29-1128,CLINICAL EXERCISE SPECIALIST,Y,56722.0,REGO PARK,NY,2017,NEW YORK,"REGO PARK, NEW YORK",Approved,1
I-200-18207-773882,CERTIFIED,"AXISCADES, INC.",MECHANICAL ENGINEERS,17-2141,PROJECT LEAD,Y,69826.0,MASON,OH,2018,OHIO,"MASON, OHIO",Approved,1
I-200-15211-961641,CERTIFIED,IGATE TECHNOLOGIES INC.,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,PROJECT LEAD,Y,58843.0,WAUKESHA,WI,2015,WISCONSIN,"WAUKESHA, WISCONSIN",Approved,1
I-200-18060-277271,CERTIFIED,BSASPEC INC,COMPUTER SYSTEMS ANALYSTS,15-1121,BUSINESS ANALYST,Y,75442.0,GAHANNA,OH,2018,OHIO,"GAHANNA, OHIO",Approved,1
I-200-18031-617290,CERTIFIED,"THE BOSTON CONSULTING GROUP, INC.",MANAGEMENT ANALYSTS,13-1111,CONSULTANT,Y,90355.0,CHICAGO,IL,2018,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-15068-201731,CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,15-1134,DEVELOPER-USER INTERFACE,Y,41662.0,AKRON,OH,2015,OHIO,"AKRON, OHIO",Approved,1
I-200-15028-524422,CERTIFIED,DELOITTE CONSULTING LLP,COMPUTER SYSTEMS ANALYSTS,15-1121,CONSULTANT,Y,59280.0,PHILADELPHIA,PA,2015,PENNSYLVANIA,"PHILADELPHIA, PENNSYLVANIA",Approved,1
I-200-17080-623461,CERTIFIED,THE UNIVERSITY OF CHICAGO,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,RESEARCH PROFESSIONAL 1,Y,78374.0,CHICAGO,IL,2017,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-15131-837098,CERTIFIED-WITHDRAWN,"CBORD GROUP, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SENIOR SOFTWARE ENGINEER,N,64979.0,ITHACA,NY,2016,NEW YORK,"ITHACA, NEW YORK",Approved,1
I-200-18087-507325,CERTIFIED,"HEXAWARE TECHNOLOGIES, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,TECHNICAL ARCHITECT,Y,87235.0,COLLEGEVILLE,PA,2018,PENNSYLVANIA,"COLLEGEVILLE, PENNSYLVANIA",Approved,1
I-200-16073-318630,CERTIFIED,"EDELMAN TECHNOLOGY GROUP, LLC",COMPUTER PROGRAMMERS,15-1131,PROGRAMMER ANALYST,N,56222.0,GREAT NECK,NY,2016,NEW YORK,"GREAT NECK, NEW YORK",Approved,1
I-200-17270-101826,CERTIFIED,ERNST & YOUNG U.S. LLP,MANAGEMENT ANALYSTS,13-1111,ADVISORY SENIOR,Y,85530.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-17076-405648,CERTIFIED,VMC SOFT TECHNOLOGIES INC,COMPUTER SYSTEMS ANALYSTS,15-1121,BUSINESS SYSTEMS ANALYST,Y,60403.0,CINCINNATI,OH,2017,OHIO,"CINCINNATI, OHIO",Approved,1
I-200-17074-991215,CERTIFIED,"RJT COMPUQUEST, INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,SYSTEMS ANALYST,Y,59779.0,"SCHAUMBURG,",IL,2017,ILLINOIS,"SCHAUMBURG, ILLINOIS",Approved,1
I-200-19163-408287,CERTIFIED,BENDIX COMMERCIAL VEHICLE SYSTEMS LLC,MECHANICAL ENGINEERS,17-2141,"ENGINEER 2, CONTROLS VEHICLE",Y,68349.0,ELYRIA,OHIO,2019,OHIO,"Elyria, OHIO",Approved,1
I-200-16052-103533,CERTIFIED-WITHDRAWN,CAPGEMINI AMERICA INC,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,TEST CONSULTANT,N,67808.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-15155-535384,CERTIFIED,"LUCID TECHNOLOGIES, INC",COMPUTER PROGRAMMERS,15-1131,SOFTWARE ENGINEER,Y,57325.0,GRAFTON,WI,2015,WISCONSIN,"GRAFTON, WISCONSIN",Approved,1
I-200-16034-458159,CERTIFIED,"PARSONS BRINCKERHOFF, INC.",ELECTRICAL ENGINEERS,17-2071,TRACTION POWER ENGINEER,N,67600.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-19199-873137,CERTIFIED,DREXEL UNIVERSITY,"FOREIGN LANGUAGE AND LITERATURE TEACHERS, POSTSECONDARY",25-1124,ASSISTANT TEACHING PROFESSOR,Y,49360.0,PHILADELPHIA,PENNSYLVANIA,2019,PENNSYLVANIA,"Philadelphia, PENNSYLVANIA",Approved,1
I-200-14290-563642,CERTIFIED,OASYS TECHNOLOGIES INC,COMPUTER PROGRAMMERS,15-1131,PROGRAMMER ANALYST,Y,65416.0,EAGAN,MN,2015,MINNESOTA,"EAGAN, MINNESOTA",Approved,1
I-200-17296-878168,CERTIFIED,"SRINSOFT, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE DEVELOPER,Y,92290.0,DAYTON,OH,2018,OHIO,"DAYTON, OHIO",Approved,1
I-200-15121-104344,CERTIFIED,HORIZON TECHNOLOGIES INC,COMPUTER PROGRAMMERS,15-1131,SOFTWARE DEVELOPER,Y,56826.0,YORKTOWN HEIGHTS,NY,2015,NEW YORK,"YORKTOWN HEIGHTS, NEW YORK",Approved,1
I-200-17362-911585,CERTIFIED,DELOITTE &AMP; TOUCHE LLP,COMPUTER SYSTEMS ANALYSTS,15-1121,ADVISORY SPECIALIST MASTER,Y,89419.0,CHICAGO,IL,2018,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-19069-436639,CERTIFIED,MUELLER CO. LLC,"ENGINEERS, ALL OTHER",17-2199,MANUFACTURING ENGINEER I,Y,54226.0,HAMMOND,INDIANA,2019,INDIANA,"Hammond, INDIANA",Approved,1
I-200-19066-320450,CERTIFIED,COGENT DATA SOLUTIONS LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE DEVELOPER,Y,80912.0,HOFFMAN ESTATES,ILLINOIS,2019,ILLINOIS,"Hoffman Estates, ILLINOIS",Approved,1
I-200-19129-851372,CERTIFIED,ASTIR TECHNOLOGIES LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE DEVELOPER,Y,90646.0,MALVERN,PENNSYLVANIA,2019,PENNSYLVANIA,"Malvern, PENNSYLVANIA",Approved,1
I-200-14318-572249,CERTIFIED,HTC GLOBAL SERVICES INC.,COMPUTER PROGRAMMERS,15-1131,PROGRAMMER ANALYST,Y,56347.0,BLOOMINGTON,IL,2015,ILLINOIS,"BLOOMINGTON, ILLINOIS",Approved,1
I-200-18038-047336,CERTIFIED,"EVEREST CONSULTING GROUP, INC.,","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SR. PROGRAMMER ANALYST,Y,83366.0,DOWNERS GROVE,IL,2018,ILLINOIS,"DOWNERS GROVE, ILLINOIS",Approved,1
I-200-16055-092768,WITHDRAWN,CSC COVANSYS CORPORATION,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,SENIOR PROFESSIONAL: PROJECT MANAGEMENT,N,64938.0,BLOOMINGTON,IL,2016,ILLINOIS,"BLOOMINGTON, ILLINOIS",Withdrawn,0
I-200-19207-947737,CERTIFIED,TECH MATRIX INC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,DEVELOPER,Y,81536.0,EAGAN,MINNESOTA,2019,MINNESOTA,"Eagan, MINNESOTA",Approved,1
I-200-15100-220649,CERTIFIED,"WONTON FOOD, INC.",INDUSTRIAL ENGINEERS,17-2112,SAFETY ENGINEER,Y,60237.0,BROOKLYN,NY,2015,NEW YORK,"BROOKLYN, NEW YORK",Approved,1
I-200-19058-330393,CERTIFIED,PAVANE SOLUTIONS INC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,MSBI DEVELOPER,Y,72779.0,PITTSBURGH,PENNSYLVANIA,2019,PENNSYLVANIA,"Pittsburgh, PENNSYLVANIA",Approved,1
I-200-16033-755392,CERTIFIED,HTC GLOBAL SERVICES INC.,COMPUTER PROGRAMMERS,15-1131,PROGRAMMER ANALYST (TESTING),N,59010.0,TROY,MI,2016,MICHIGAN,"TROY, MICHIGAN",Approved,1
I-200-17258-446686,CERTIFIED,DELOITTE TAX LLP,ACCOUNTANTS AND AUDITORS,13-2011,TAX CONSULTANT,Y,46592.0,CHICAGO,IL,2017,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-18060-962637,CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,15-1134,DEVELOPER,Y,57491.0,BLOOMINGTON,MN,2018,MINNESOTA,"BLOOMINGTON, MINNESOTA",Approved,1
I-200-15065-300988,CERTIFIED,HTC GLOBAL SERVICES INC.,COMPUTER PROGRAMMERS,15-1131,PROGRAMMER ANALYST,Y,52083.0,TROY,MI,2015,MICHIGAN,"TROY, MICHIGAN",Approved,1
I-200-16190-866275,CERTIFIED-WITHDRAWN,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,"BIOLOGICAL SCIENTISTS, ALL OTHER",19-1029,RESEARCH ASSOCIATE,Y,44450.0,PHILADELPHIA,PA,2018,PENNSYLVANIA,"PHILADELPHIA, PENNSYLVANIA",Approved,1
I-200-17020-328431,CERTIFIED,"VIED TECHNOLOGIES, INC",COMPUTER SYSTEMS ANALYSTS,15-1121,COMPUTER PROGRAMMER/ANALYST,Y,69347.0,TROY,MI,2017,MICHIGAN,"TROY, MICHIGAN",Approved,1
I-200-18079-889714,CERTIFIED,CALYPSO SOFT INC.,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE DEVELOPER,Y,83366.0,CHICAGO,IL,2018,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-14037-679140,CERTIFIED-WITHDRAWN,DEUTSCHE BANK SECURITIES INC.,FINANCIAL ANALYSTS,13-2051,ASSOCIATE,Y,95014.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-19057-686310,CERTIFIED,INFOSYS LIMITED,COMPUTER SYSTEMS ANALYST,15-1121,TECHNOLOGY LEAD - US - PRACTITIONER,Y,93642.0,NEW YORK,NEWYORK,2019,NEW YORK,"New York, NEW YORK",Approved,1
I-200-16084-631843,CERTIFIED,"RAISE MARKETPLACE, INC.","COMPUTER OCCUPATIONS, ALL OTHER",15-1199,QUALITY ENGINEER,Y,88546.0,CHICAGO,IL,2016,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-16058-063249,CERTIFIED,PALANTIR TECHNOLOGIES INC.,GRAPHIC DESIGNERS,27-1024,PRODUCT DESIGNER,N,65437.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-16175-622332,CERTIFIED,"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY","COMPUTER OCCUPATIONS, ALL OTHER",15-1199,QUALITY ASSURANCE ANALYST,N,69264.0,HILLIARD,OH,2016,OHIO,"HILLIARD, OHIO",Approved,1
I-200-17083-856222,CERTIFIED,ACCENTURE LLP,COMPUTER PROGRAMMERS,15-1131,COMPUTER PROGRAMMER/CONFIGURER 3,Y,77522.0,CHICAGO,IL,2017,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-16267-605438,CERTIFIED,"RELIABLE SOFTWARE RESOURCES, INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,PROGRAMMER ANALYST,N,55661.0,WILKES BARRE,PA,2016,PENNSYLVANIA,"WILKES BARRE, PENNSYLVANIA",Approved,1
I-200-16060-863538,CERTIFIED,CAPGEMINI AMERICA INC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER,N,72010.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18079-782602,CERTIFIED,AMERICAN EXPRESS CENTURION BANK,OPERATIONS RESEARCH ANALYSTS,15-2031,"MANAGER, RISK AND INFORMATION MANAGEMENT",Y,85155.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-19077-817446,CERTIFIED,SIRITEK INC,"SOFTWARE DEVELOPERS, APPLICATIONS, R&D",15-1035,SOFTWARE ENGINEER,Y,71802.0,SCHAUMBURG,ILLINOIS,2019,ILLINOIS,"SCHAUMBURG, ILLINOIS",Approved,1
I-200-16280-653367,CERTIFIED,MORGAN STANLEY SERVICES GROUP INC.,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,ASSOCIATE,Y,111405.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18263-328776,DENIED,"TECH MAHINDRA (AMERICAS),INC.",MANAGEMENT ANALYSTS,13-1111,BUSINESS ANALYST,Y,77480.0,DEARBORN,MI,2018,MICHIGAN,"DEARBORN, MICHIGAN",Denied,0
I-200-19017-750409,CERTIFIED,CUMMINS INC.,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",15-1133,IT APPLICATIONS ANALYST,Y,70429.0,COLUMBUS,INDIANA,2019,INDIANA,"Columbus, INDIANA",Approved,1
I-200-16104-002583,CERTIFIED,ITOCHU PROMINENT USA LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,13-1161,APPAREL PRODUCTION COORDINATOR,N,45905.6,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-15198-596867,CERTIFIED,AMAZON CORPORATE LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE DEVELOPMENT ENGINEER I,Y,72010.0,NEW YORK CITY,NY,2015,NEW YORK,"NEW YORK CITY, NEW YORK",Approved,1
I-200-19023-945155,CERTIFIED,"UNITED HEALTHCARE SERVICES, INC.",STATISTICIANS,15-2041,SENIOR DATA SCIENTIST (20012.3002),Y,108576.0,MINNETONKA,MINNESOTA,2019,MINNESOTA,"MINNETONKA, MINNESOTA",Approved,1
I-200-16085-100508,CERTIFIED,MYSTIC APPAREL LLC,EDITORS,27-3041,DIGITAL FASHION EDITOR,N,63419.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-19066-013600,CERTIFIED,INFOSYS LIMITED,COMPUTER SYSTEMS ANALYST,15-1121,TECHNOLOGY LEAD - US,Y,93642.0,NEW YORK,NEWYORK,2019,NEW YORK,"New York, NEW YORK",Approved,1
I-203-15151-984264,WITHDRAWN,AB TECHNOLOGIES INC,COMPUTER PROGRAMMERS,15-1131,PROGRAMMER ANALYST,Y,65416.0,EDEN PRAIRIE,MN,2015,MINNESOTA,"EDEN PRAIRIE, MINNESOTA",Withdrawn,0
I-200-17040-542550,CERTIFIED,CAPGEMINI AMERICA INC,COMPUTER PROGRAMMERS,15-1131,PROGRAMMER/DEVELOPER 2,Y,75795.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-19154-318790,CERTIFIED,"V-SOFT CONSULTING GROUP, INC",NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,15-1142,NETWORK ENGINEER,Y,56285.0,BLOOMINGTON,ILLINOIS,2019,ILLINOIS,"Bloomington, ILLINOIS",Approved,1
I-200-14358-069785,CERTIFIED,ACCENTURE LLP,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,COMPUTER SPECIALIST / TESTING AND QUALITY ANALYST 1,Y,48048.0,BROOKLYN,NY,2015,NEW YORK,"BROOKLYN, NEW YORK",Approved,1
I-200-16198-295622,CERTIFIED-WITHDRAWN,MEMORIAL SLOAN-KETTERING CANCER CENTER,PHYSICISTS,19-2012,RADIOTHERAPY PHYSICIST,Y,80454.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-19123-014172,CERTIFIED,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,COMPUTER SYSTEMS ANALYST,15-1121,MANAGER JC50,Y,90563.0,CHICAGO,ILLINOIS,2019,ILLINOIS,"Chicago, ILLINOIS",Approved,1
I-200-16158-754945,CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,COMPUTER PROGRAMMERS,15-1131,DEVELOPER,N,62358.0,PATASKALA,OH,2016,OHIO,"PATASKALA, OHIO",Approved,1
I-200-17249-878038,CERTIFIED,CAPGEMINI AMERICA INC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,APPLICATION CONSULTANT 2,Y,71843.0,CHICAGO,IL,2017,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-14281-261869,CERTIFIED,"INFORMATION CONTROL COMPANY FED, LLC",COMPUTER SYSTEMS ANALYSTS,15-1121,"STAFF CONSULTANT, SR. APPLICATION DEVELOPER",Y,79123.0,COLUMBUS,OH,2015,OHIO,"COLUMBUS, OHIO",Approved,1
I-200-14274-221556,CERTIFIED,INFOSYS LIMITED,COMPUTER SYSTEMS ANALYSTS,15-1121,TECHNOLOGY LEAD - US,Y,62941.0,MIAMISBURG,OH,2015,OHIO,"MIAMISBURG, OHIO",Approved,1
I-200-16074-124593,CERTIFIED,UNITED IT SOLUTIONS INC,COMPUTER SYSTEMS ANALYSTS,15-1121,SYSTEMS ANALYST,N,62234.0,ST. PAUL,MN,2016,MINNESOTA,"ST. PAUL, MINNESOTA",Approved,1
I-200-17164-318244,CERTIFIED,DATAFORMIX TECHNOLOGIES INC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER,Y,71843.0,CHICAGO,IL,2017,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-16333-291698,CERTIFIED,HEADSTRONG SERVICES LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,LEAD DEVELOPER,Y,90813.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-16120-501286,CERTIFIED,DELOITTE CONSULTING LLP,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",15-1133,CONSULTANT,N,68536.0,OAKBROOK TERRACE,IL,2016,ILLINOIS,"OAKBROOK TERRACE, ILLINOIS",Approved,1
I-203-18036-084544,CERTIFIED,"LIVE NATION WORLDWIDE, INC.",ART DIRECTORS,27-1011,"EXECUTIVE DIRECTOR, CREATIVE SERVICES",Y,101483.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
